Year,Accepted_Penalty_Count,Penalty_Yards,Team_Penalty_Count,Team_Penalty_Yards,wins,losses,win_loss_perc,points,points_opp,points_diff,g,total_yards,plays_offense,yds_per_play_offense,turnovers,fumbles_lost,first_down,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_net_yds_per_att,pass_fd,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_fd,score_pct,turnover_pct,exp_pts_tot,Superbowl Champion,Pass_yds_per_att,Rush_yds_per_att,total_tds,total_fds,Team_Atlanta Falcons,Team_Baltimore Ravens,Team_Buffalo Bills,Team_Carolina Panthers,Team_Chicago Bears,Team_Cincinnati Bengals,Team_Cleveland Browns,Team_Dallas Cowboys,Team_Denver Broncos,Team_Detroit Lions,Team_Green Bay Packers,Team_Houston Texans,Team_Indianapolis Colts,Team_Jacksonville Jaguars,Team_Kansas City Chiefs,Team_Las Vegas Raiders,Team_Los Angeles Chargers,Team_Los Angeles Rams,Team_Miami Dolphins,Team_Minnesota Vikings,Team_New England Patriots,Team_New Orleans Saints,Team_New York Giants,Team_New York Jets,Team_Philadelphia Eagles,Team_Pittsburgh Steelers,Team_San Francisco 49ers,Team_Seattle Seahawks,Team_Tampa Bay Buccaneers,Team_Tennessee Titans,Team_Washington Commanders
2007,203.7906609604195,1684.1967587976135,110.0145546685989,872.9203884409206,7,9,0.438,252,354,-102,16,4434,919,4.8,21,7,248,263,445,2634,12,14,5.6,141,448,1800,8,4.0,91,24.9,11.9,-172.71,0.0,5.919101123595506,4.017857142857143,20,232,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,195.81151970328958,1527.0865939052642,112.82795802190826,931.7435079474602,7,9,0.438,336,342,-6,16,4882,956,5.1,30,15,287,309,479,3040,14,15,5.9,167,439,1842,16,4.2,107,34.1,16.5,-177.66,0.0,6.346555323590814,4.195899772209567,30,274,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,214.0,1774.0,107.0,855.0,6,10,0.375,258,326,-68,16,4382,911,4.8,30,11,233,256,441,2515,17,19,5.2,126,424,1867,6,4.4,81,27.1,13.8,-206.59,0.0,5.702947845804989,4.403301886792453,23,207,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,167.0,1267.0,82.0,633.0,4,12,0.25,283,425,-142,16,4878,954,5.1,39,18,263,296,519,3158,24,21,5.7,166,401,1720,6,4.3,82,25.3,19.2,-174.07,0.0,6.0847784200385355,4.28927680798005,30,248,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,170.0,1609.0,87.0,759.0,6,10,0.375,372,434,-62,16,5624,992,5.7,30,5,313,356,578,3703,24,25,6.2,180,391,1921,12,4.9,100,31.2,15.9,-104.05,0.0,6.406574394463668,4.913043478260869,36,280,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,184.0,1564.0,99.0,840.0,6,10,0.375,344,435,-91,16,5486,983,5.6,34,17,301,309,511,3269,24,17,6.0,176,442,2217,12,5.0,103,30.0,17.4,-100.38,0.0,6.397260273972603,5.015837104072398,36,279,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,218.0,1885.0,110.0,954.0,6,10,0.375,339,388,-49,16,5410,1116,4.8,27,12,301,299,522,3103,16,15,5.4,149,546,2307,15,4.2,113,29.9,12.1,-59.11,0.0,5.944444444444445,4.225274725274725,31,262,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,228.0,1871.0,124.0,1022.0,9,7,0.563,343,289,54,16,5096,1020,5.0,23,10,273,363,579,3614,23,13,5.8,186,402,1482,7,3.7,65,32.5,11.2,-43.33,0.0,6.241796200345423,3.6865671641791047,30,251,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,256.0,2155.0,143.0,1249.0,8,8,0.5,379,359,20,16,5775,1016,5.7,19,10,297,295,465,3343,23,9,6.6,155,509,2432,19,4.8,122,34.9,8.6,37.71,0.0,7.189247311827957,4.777996070726916,42,277,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,218.0,1844.0,112.0,960.0,7,9,0.438,399,378,21,16,5666,1012,5.6,12,5,328,286,474,3036,17,7,5.8,155,492,2630,29,5.3,146,36.7,6.8,60.85,0.0,6.405063291139241,5.345528455284553,46,301,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,195.0,1745.0,98.0,872.0,9,7,0.563,302,359,-57,16,4842,1010,4.8,16,6,278,289,476,2825,16,10,5.4,149,487,2017,12,4.1,105,31.7,8.9,-156.16,0.0,5.934873949579832,4.1416837782340865,28,254,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,215.0,1968.0,116.0,992.0,6,10,0.375,269,374,-105,16,4778,1008,4.7,32,9,283,271,499,2794,13,23,5.2,137,468,1984,15,4.2,108,26.4,15.5,-104.81,0.0,5.599198396793587,4.239316239316239,28,245,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,211.0,1742.0,117.0,927.0,10,6,0.625,314,259,55,16,5283,1018,5.2,19,7,314,299,513,3229,21,12,5.8,162,465,2054,13,4.4,120,30.1,10.2,6.66,0.0,6.294346978557505,4.417204301075269,34,282,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,188.0,1671.0,102.0,942.0,13,3,0.813,501,375,126,16,6343,1034,6.1,22,11,397,410,596,4620,40,11,7.4,240,411,1723,16,4.2,119,49.4,11.8,228.66,0.0,7.751677852348993,4.192214111922141,56,359,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,207.0,1757.0,109.0,940.0,11,6,0.647,483,289,194,17,6493,1143,5.7,22,6,398,415,655,4284,36,16,6.3,236,461,2209,20,4.8,134,45.2,11.3,216.68,0.0,6.540458015267175,4.79175704989154,56,370,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,177.0,1423.0,90.0,689.0,13,3,0.813,455,286,169,16,6361,1037,6.1,27,13,367,361,574,4129,35,14,6.8,212,430,2232,15,5.2,128,45.0,15.2,157.46,0.0,7.193379790940766,5.190697674418605,50,340,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,200.97250307598273,1710.523258469635,100.76827559798205,876.4304949111272,11,6,0.647,451,311,140,17,6366,1115,5.7,28,10,381,385,579,4154,29,18,6.9,199,512,2212,22,4.3,158,41.4,14.9,183.02,0.0,7.174438687392056,4.3203125,51,357,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,198.90358499627635,1770.7845811201057,99.93447814860514,877.5786450063916,11,5,0.688,325,304,21,16,5141,1008,5.1,31,15,284,270,460,3050,19,16,6.3,146,522,2091,9,4.0,114,30.8,14.9,-149.93,0.0,6.630434782608695,4.005747126436781,28,260,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,200.77021045956505,1774.7012215283323,98.33403566778834,896.1363204128469,7,9,0.438,355,339,16,16,5225,991,5.3,26,11,308,311,536,3643,29,15,6.4,192,422,1582,10,3.7,85,32.4,12.6,-80.29,0.0,6.7966417910447765,3.748815165876777,39,277,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,197.1305532693069,1675.2211921930914,112.7626482651708,870.5169243379987,11,5,0.688,391,259,132,16,4950,964,5.1,26,10,278,269,449,3271,25,16,6.9,157,487,1679,17,3.4,82,35.8,12.6,-104.34,0.0,7.285077951002227,3.4476386036960984,42,239,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,213.85799063392253,1727.3715293224388,111.35566069259475,858.5315399033692,8,8,0.5,270,305,-35,16,4923,994,5.0,27,10,278,325,539,3264,19,17,5.7,158,423,1659,7,3.9,100,25.4,12.7,-128.23,0.0,6.055658627087198,3.921985815602837,26,258,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,201.50046149985687,1787.7206341607957,97.45660364453099,801.7296336476887,7,9,0.438,267,347,-80,16,4559,989,4.6,29,12,255,285,505,2735,19,17,5.1,142,451,1824,7,4.0,85,26.5,13.8,-173.41,0.0,5.415841584158416,4.044345898004434,26,227,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,193.67099571160904,1614.0869676923708,98.00346688858716,840.3098321653966,12,4,0.75,414,329,85,16,5595,938,6.0,19,7,287,246,414,3158,15,12,7.3,152,504,2437,30,4.8,118,38.0,9.9,-47.15,0.0,7.628019323671498,4.8353174603174605,45,270,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,170.0,1330.0,88.0,698.0,8,8,0.5,315,308,7,16,5297,1023,5.2,31,11,289,264,465,2799,16,20,5.6,152,525,2498,18,4.8,123,29.0,15.0,-123.58,0.0,6.019354838709678,4.758095238095238,34,275,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,196.0,1678.0,106.0,918.0,2,14,0.125,196,408,-212,16,4135,962,4.3,37,16,225,256,484,2289,9,21,4.3,125,428,1846,7,4.3,78,20.8,17.8,-280.1,0.0,4.729338842975206,4.313084112149533,16,203,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,211.0,1914.0,113.0,1013.0,6,10,0.375,406,429,-23,16,6237,999,6.2,23,6,345,312,519,3829,21,17,6.9,175,445,2408,26,5.4,139,38.5,12.8,39.94,0.0,7.377649325626204,5.4112359550561795,47,314,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,184.0,1546.0,98.0,835.0,7,9,0.438,357,363,-6,16,5771,988,5.8,22,10,328,284,490,3683,19,12,7.0,171,462,2088,21,4.5,123,32.6,10.3,2.08,0.0,7.516326530612245,4.51948051948052,40,294,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,164.0,1434.0,80.0,671.0,12,4,0.75,366,241,125,16,5069,999,5.1,19,6,319,292,473,3043,24,13,5.9,169,483,2026,14,4.2,122,36.5,9.4,90.4,0.0,6.4334038054968286,4.194616977225673,38,291,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,180.0,1517.0,83.0,756.0,7,8,0.469,339,374,-35,16,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,34.8,11.8,44.08,0.0,6.442201834862385,4.304439746300211,33,316,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,202.0,1709.0,103.0,887.0,15,1,0.938,500,308,192,16,5871,1060,5.5,19,9,357,300,501,3589,35,10,6.7,197,526,2282,19,4.3,136,42.9,9.6,115.28,0.0,7.163672654690619,4.338403041825095,54,333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,210.0,1742.0,98.0,835.0,6,10,0.375,369,402,-33,16,5499,1052,5.2,29,10,318,306,563,3685,21,19,6.2,194,453,1814,16,4.0,99,34.7,14.0,-81.23,0.0,6.5452930728241565,4.004415011037527,37,293,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,184.0,1549.0,83.0,682.0,11,5,0.688,363,327,36,16,5179,1026,5.0,22,6,320,293,501,3077,22,16,5.7,167,490,2102,15,4.3,121,37.4,11.7,-100.34,0.0,6.141716566866267,4.289795918367347,37,288,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,183.0,1623.0,92.0,818.0,7,9,0.438,376,382,-6,16,5972,1011,5.9,22,6,356,378,563,3836,28,16,6.4,212,416,2136,17,5.1,117,37.0,12.1,117.24,0.0,6.813499111900533,5.134615384615385,45,329,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,196.0,1694.0,87.0,754.0,5,11,0.313,340,470,-130,16,5469,1077,5.1,35,14,335,382,633,3650,17,21,5.3,230,386,1819,20,4.7,82,32.3,16.7,-28.07,0.0,5.766192733017378,4.712435233160622,37,312,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,180.0,1465.0,95.0,752.0,5,11,0.313,350,402,-52,16,5592,993,5.6,21,5,335,373,550,3888,16,16,6.6,192,407,1704,19,4.2,110,40.3,13.2,81.2,0.0,7.069090909090909,4.186732186732187,35,302,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,212.0,1740.0,106.0,854.0,5,12,0.294,304,404,-100,17,5081,1106,4.6,29,8,322,348,599,3239,14,21,5.0,174,455,1842,17,4.0,118,29.2,14.9,-92.1,0.0,5.407345575959933,4.048351648351648,31,292,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,205.0,1693.0,102.0,842.0,7,10,0.412,347,374,-27,17,5206,976,5.3,21,8,281,267,457,2996,16,13,6.1,138,483,2210,16,4.6,119,35.3,9.6,-5.06,0.0,6.555798687089715,4.575569358178054,32,257,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,204.2096634417291,1773.2630066680558,94.75632626887217,764.307278511517,2,15,0.118,236,416,-180,17,4510,1096,4.1,20,10,297,350,586,2741,13,10,4.2,150,445,1769,7,4.0,111,25.0,11.1,-135.03,0.0,4.677474402730375,3.9752808988764046,20,261,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,192.96346789078788,1659.8200941868017,100.52137946943745,925.0531014094203,7,9,0.438,283,346,-63,16,4380,1001,4.4,29,9,264,271,515,2617,12,20,4.7,143,443,1763,13,4.0,104,27.4,14.5,-215.02,0.0,5.081553398058253,3.979683972911964,25,247,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,208.27121472281956,1674.087849303486,101.30798321895351,735.2288764510745,5,11,0.313,231,331,-100,16,3816,967,3.9,37,21,230,249,471,2192,9,16,4.1,121,430,1624,10,3.8,84,16.4,16.4,-332.82,0.0,4.653927813163482,3.7767441860465114,19,205,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,192.3264888111327,1614.6502305982913,93.73793322690071,852.6685651698896,11,5,0.688,260,202,58,16,4101,937,4.4,28,13,233,219,418,2002,11,15,4.5,111,488,2099,11,4.3,99,22.6,12.8,-257.69,0.0,4.7894736842105265,4.301229508196721,22,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,193.41813588071088,1528.7955297227388,102.29355010233469,774.0999291468809,13,3,0.813,427,255,172,16,5199,1042,5.0,36,14,300,282,514,3281,24,22,6.1,161,503,1918,14,3.8,103,34.8,15.9,-133.82,0.0,6.383268482490273,3.8131212723658052,38,264,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,204.26719688937717,1667.5138517660425,100.06223247149693,808.9944061649919,7,9,0.438,334,348,-14,16,4692,1035,4.5,34,13,266,327,569,3362,18,21,5.5,168,423,1330,8,3.1,74,27.8,15.1,-194.23,0.0,5.9086115992970125,3.144208037825059,26,242,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,205.56757282888458,1679.54252046868,112.2395933437441,907.2405130156959,9,7,0.563,375,350,25,16,4734,991,4.8,27,13,264,304,528,3061,20,14,5.5,153,434,1673,15,3.9,98,30.5,11.3,-165.89,0.0,5.797348484848484,3.8548387096774195,35,251,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,189.0,1580.0,101.0,836.0,7,9,0.438,327,375,-48,16,4965,971,5.1,34,7,262,340,563,3473,27,27,5.8,170,373,1492,6,4.0,71,29.5,16.6,-206.86,0.0,6.1687388987566605,4.0,33,241,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,184.0,1558.0,91.0,768.0,11,5,0.688,334,286,48,16,4631,936,4.9,31,10,263,276,466,3015,23,21,5.8,163,414,1616,10,3.9,76,29.3,15.7,-227.26,0.0,6.469957081545064,3.9033816425120773,33,239,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
